Gender,Age [10-15],Age [16-20],Age [21-25],Age [26-30],Age [31-35],Level,access_to_material_in my academy,family_financial_status_allows_me_to_focus,parent_guardian_support_education_learning,feel_supported_accepted_coursemate_friends,atleast_one_close_friend,positive_supportive_relation_with_lecturers,rarely_have_conflict_with_classmate_lecturer,constantly_attend_lectures_on_time,avoid_engaging _risky_behavior,family_status_stable_supportive_in _academic_pursuits,parent_guardian_encourages_academic_pursuit,no_significant_family_issues_interfere_academic_pursuit,strong_sense_belonging_university_community,University_provide_adequate_support_academic_pursuit,feel_safe_comfortable_in_school_environment,What_ your_current_CGPA
Female,1,0,0,0,0,200L,Neutral,Strongly Agree,Neutral,Agree,Agree,Disagree,Not at All,Strongly Agree,Frequently,Stable,Agree,Strongly Agree,Little Sense of Belonging,Litle Support,Disagree,3.5 to 4.49
Female,1,0,0,0,0,300L,Strongly Agree,Sreongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Not at All,Strongly Agree,Not More Frequently,Very Stable,Strongly Agree,Strongly Agree,Little Sense of Belonging,Litle Support,Neutral,4.5 and above
Female,0,1,0,0,0,400L,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Most Frequently,Agree,More Frequently,Very Stable,Strongly Agree,Strongly Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,4.5 and above
Female,0,1,0,0,0,200L,Neutral,Neural,Neutral,Neural,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.5 and above
Female,0,1,0,0,0,200L,Agree,Agree,Agree,Neural,Agree,Neutral,Not at All,Agree,More Frequently,Very Stable,Agree,Agree,Strong Sense of Belonging,Strong Support,Agree,4.5 and above
Male,0,1,0,0,0,300L,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not at All,Strongly Agree,More Frequently,Very Stable,Strongly Agree,Strongly Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,4.5 and above
Female,0,1,0,0,0,200L,Agree,Agree,Strongly Agree,Neural,Agree,Neutral,Most Frequently,Agree,More Frequently,Very Stable,Strongly Agree,Agree,Neutral,Strong Support,Agree,4.5 and above
Female,0,1,0,0,0,200L,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Not at All,Strongly Agree,Not More Frequently,Stable,Agree,Agree,Neutral,Strong Support,Agree,3.5 to 4.49
Male,0,1,0,0,0,300L,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not at All,Strongly Agree,More Frequently,Very Stable,Strongly Disagree,Strongly Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,3.5 to 4.49
Female,0,1,0,0,0,400L,Agree,Agree,Agree,Agree,Agree,Agree,Not Frequently,Neutral,Not Frequently,Stable,Agree,Agree,Strong Sense of Belonging,Strong Support,Agree,2.0 to 2.49
Female,0,1,0,0,0,400L,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Not at All,Strongly Agree,Not More Frequently,Very Stable,Strongly Agree,Strongly Agree,Little Sense of Belonging,Litle Support,Agree,4.5 and above
Female,0,1,0,0,0,400L,Agree,Neutral,Agree,Neutral,Strongly Agree,Disagree,Not Frequently,Neutral,Not Frequently,Not Stable,Disagree,Disagree,No Sense of Belonging,Bad Support,Neutral,2.0 to 2.49
Male,0,1,0,0,0,200L,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not at All,Strongly Agree,More Frequently,Very Stable,Strongly Agree,Strongly Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,3.5 to 4.49
Female,0,1,0,0,0,400L,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Most Frequently,Agree,More Frequently,Very Stable,Strongly Agree,Strongly Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,4.5 and above
Female,0,1,0,0,0,400L,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Most Frequently,Agree,Frequently,Very Stable,Agree,Agree,Strong Sense of Belonging,Strong Support,Agree,2.0 to 2.49
Female,0,0,1,0,0,400L,Agree,Agree,Agree,Agree,Agree,Agree,Most Frequently,Agree,More Frequently,Very Stable,Agree,Agree,Strong Sense of Belonging,Strong Support,Agree,2.5 to 3.49
Female,0,1,0,0,0,200L,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Not at All,Strongly Agree,More Frequently,Very Stable,Strongly Agree,Neutral,Strong Sense of Belonging,Strong Support,Strongly Agree,4.5 and above
Female,0,1,0,0,0,400L,Agree,Agree,Agree,Agree,Agree,Agree,Most Frequently,Agree,More Frequently,Very Stable,Agree,Agree,Strong Sense of Belonging,Strong Support,Agree,2.0 to 2.49
Female,1,0,0,0,0,400L,Neutral,Agree,Agree,Neural,Neutral,Neutral,Not at All,Strongly Agree,Not More Frequently,Very Stable,Strongly Agree,Strongly Agree,Little Sense of Belonging,Litle Support,Strongly Agree,4.5 and above
Female,0,1,0,0,0,400L,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Most Frequently,Agree,More Frequently,Very Stable,Strongly Agree,Strongly Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,4.5 and above
Female,0,1,0,0,0,300L,Agree,Agree,Agree,Agree,Agree,Agree,Most Frequently,Agree,More Frequently,Very Stable,Agree,Agree,Strong Sense of Belonging,Strong Support,Agree,2.5 to 3.49
Male,0,1,0,0,0,200L,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not at All,Strongly Agree,More Frequently,Very Stable,Strongly Agree,Strongly Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,4.5 and above
Female,0,1,0,0,0,200L,Agree,Agree,Strongly Agree,Neural,Agree,Neutral,Not at All,Strongly Agree,Neutral,Very Stable,Agree,Agree,Neutral,Strong Support,Neutral,4.5 and above
Male,0,1,0,0,0,200L,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not at All,Strongly Agree,More Frequently,Very Stable,Strongly Agree,Strongly Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,4.5 and above
Male,1,1,0,0,0,400L,Neutral,Neural,Neutral,Neural,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.5 and above
Female,0,1,0,0,0,200L,Agree,Agree,Strongly Agree,Neural,Agree,Neutral,Not at All,Agree,Neutral,Very Stable,Agree,Agree,Neutral,Strong Support,Neutral,4.5 and above
Female,1,0,0,0,0,300L,Disagree,Strongly Agree,Strongly Agree,Neural,Neutral,Neutral,Not at All,Strongly Agree,More Frequently,Very Stable,Strongly Agree,Strongly Agree,Little Sense of Belonging,Litle Support,Strongly Disagree,4.5 and above
Female,0,1,0,0,0,200L,Agree,Agree,Agree,Neural,Agree,Neutral,Not at All,Agree,Neutral,Stable,Agree,Agree,Neutral,Strong Support,Agree,4.5 and above
Male,0,1,0,0,0,500L,Agree,Agree,Agree,Agree,Agree,Agree,Not Frequently,Agree,Not Frequently,Stable,Agree,Agree,No Sense of Belonging,No Support,Agree,2.0 to 2.49
Male,0,1,0,0,0,400L,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not at All,Strongly Agree,More Frequently,Very Stable,Strongly Agree,Strongly Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,3.5 to 4.49
Female,0,1,0,0,0,200L,Agree,Agree,Agree,Neural,Agree,Neutral,Not at All,Agree,Neutral,Stable,Strongly Agree,Agree,Neutral,Strong Support,Neutral,4.5 and above
Female,1,0,0,0,0,200L,Neutral,Strongly Agree,Strongly Agree,Neural,Neutral,Neutral,Not at All,Strongly Agree,Not Frequently,Very Stable,Strongly Agree,Strongly Agree,Little Sense of Belonging,Litle Support,Disagree,2.5 to 3.49
Female,0,1,0,0,0,200L,Agree,Agree,Agree,Neural,Agree,Neutral,Not at All,Agree,Neutral,Stable,Agree,Agree,Neutral,Strong Support,Neutral,4.5 and above
Female,0,1,0,0,0,200L,Agree,Agree,Agree,Neural,Agree,Neutral,Not at All,Agree,Neutral,Stable,Agree,Agree,Neutral,Strong Support,Neutral,4.5 and above
Female,0,1,0,0,0,200L,Agree,Agree,Agree,Neural,Agree,Neutral,Not at All,Agree,Neutral,Stable,Agree,Agree,Neutral,Strong Support,Neutral,4.5 and above
Female,0,1,0,0,0,200L,Agree,Agree,Agree,Neural,Agree,Neutral,Not at All,Agree,Neutral,Stable,Agree,Agree,Neutral,Strong Support,Neutral,4.5 and above
Female,0,1,0,0,0,200L,Agree,Agree,Agree,Neural,Agree,Neutral,Not at All,Agree,Neutral,Stable,Agree,Agree,Neutral,Strong Support,Neutral,4.5 and above
Female,0,1,0,0,0,200L,Agree,Agree,Agree,Neural,Agree,Neutral,Not at All,Agree,Neutral,Stable,Agree,Agree,Neutral,Strong Support,Neutral,4.5 and above
Female,0,1,0,0,0,200L,Agree,Agree,Agree,Neural,Agree,Neutral,Not at All,Agree,Neutral,Stable,Agree,Agree,Neutral,Strong Support,Neutral,4.5 and above
Female,0,1,0,0,0,200L,Agree,Agree,Agree,Neural,Agree,Neutral,Not at All,Agree,Neutral,Stable,Agree,Agree,Neutral,Strong Support,Neutral,4.5 and above
Female,0,1,0,0,0,200L,Agree,Agree,Agree,Neural,Agree,Neutral,Not at All,Agree,Neutral,Stable,Agree,Agree,Neutral,Strong Support,Neutral,4.5 and above
Female,0,1,0,0,0,200L,Agree,Agree,Agree,Neural,Agree,Neutral,Not at All,Agree,Neutral,Stable,Agree,Agree,Neutral,Strong Support,Neutral,4.5 and above
Female,0,1,0,0,0,200L,Agree,Agree,Agree,Neural,Agree,Neutral,Not at All,Agree,Neutral,Stable,Agree,Agree,Neutral,Strong Support,Neutral,4.5 and above
Female,0,1,0,0,0,200L,Agree,Agree,Agree,Neural,Agree,Neutral,Not at All,Agree,Neutral,Stable,Agree,Agree,Neutral,Strong Support,Neutral,4.5 and above
Female,0,1,0,0,0,200L,Agree,Agree,Agree,Neural,Agree,Neutral,Not at All,Agree,Neutral,Stable,Agree,Agree,Neutral,Strong Support,Neutral,4.5 and above
Female,0,1,0,0,0,200L,Agree,Agree,Agree,Neural,Agree,Neutral,Not at All,Agree,Neutral,Stable,Agree,Agree,Neutral,Strong Support,Neutral,4.5 and above
Female,0,1,0,0,0,200L,Agree,Agree,Agree,Neural,Agree,Neutral,Not at All,Agree,Neutral,Stable,Agree,Agree,Neutral,Strong Support,Neutral,4.5 and above
Female,0,1,0,0,0,200L,Agree,Agree,Agree,Neural,Agree,Neutral,Not at All,Agree,Neutral,Stable,Agree,Agree,Neutral,Strong Support,Neutral,4.5 and above
Female,0,1,0,0,0,200L,Agree,Agree,Agree,Neural,Agree,Neutral,Not at All,Agree,Neutral,Stable,Agree,Agree,Neutral,Strong Support,Neutral,4.5 and above
Female,0,1,0,0,0,200L,Agree,Agree,Agree,Neural,Agree,Neutral,Not at All,Agree,Neutral,Stable,Agree,Agree,Neutral,Strong Support,Neutral,4.5 and above
Female,0,1,0,0,0,200L,Agree,Agree,Agree,Neural,Agree,Neutral,Not at All,Agree,Neutral,Stable,Agree,Agree,Neutral,Strong Support,Neutral,4.5 and above
Female,0,1,0,0,0,200L,Agree,Agree,Agree,Neural,Agree,Neutral,Not at All,Agree,Neutral,Stable,Agree,Agree,Neutral,Strong Support,Neutral,4.5 and above
Female,0,1,0,0,0,200L,Agree,Agree,Agree,Neural,Agree,Neutral,Not at All,Agree,Neutral,Stable,Agree,Agree,Neutral,Strong Support,Neutral,4.5 and above
Female,0,1,0,0,0,200L,Agree,Agree,Agree,Neural,Agree,Neutral,Not at All,Agree,Neutral,Stable,Agree,Agree,Neutral,Strong Support,Neutral,4.5 and above
Female,0,1,0,0,0,200L,Agree,Agree,Agree,Neural,Agree,Neutral,Not at All,Agree,Neutral,Stable,Agree,Agree,Neutral,Strong Support,Neutral,4.5 and above
Female,0,1,0,0,0,200L,Agree,Agree,Agree,Neural,Agree,Neutral,Not at All,Agree,Neutral,Stable,Agree,Agree,Neutral,Strong Support,Neutral,4.5 and above
Female,0,1,0,0,0,200L,Agree,Agree,Agree,Neural,Agree,Neutral,Not at All,Agree,Neutral,Stable,Agree,Agree,Neutral,Strong Support,Neutral,4.5 and above
Female,1,0,0,0,0,300L,Neutral,Neural,Agree,Neural,Neutral,Neutral,Not at All,Strongly Agree,Not Frequently,Very Stable,Strongly Agree,Strongly Agree,Little Sense of Belonging,Litle Support,Disagree,2.5 to 3.49
Male,0,1,0,0,0,300L,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not at All,Strongly Agree,More Frequently,Very Stable,Strongly Agree,Strongly Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,4.5 and above
Female,1,0,0,0,0,500L,Neutral,Strongly Agree,Agree,Neural,Neutral,Neutral,Not at All,Strongly Agree,Not Frequently,Stable,Agree,Strongly Agree,Neutral,Neutral,Neutral,3.5 to 4.49
Male,0,1,0,0,0,400L,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not at All,Strongly Agree,More Frequently,Very Stable,Strongly Agree,Strongly Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,3.5 to 4.49
Female,1,0,0,0,0,400L,Neutral,Agree,Agree,Agree,Neutral,Neutral,Not at All,Strongly Agree,Not More Frequently,Stable,Agree,Strongly Agree,Neutral,Neutral,Neutral,2.5 to 3.49
Male,0,1,0,0,0,200L,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not at All,Strongly Agree,More Frequently,Very Stable,Strongly Agree,Strongly Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,4.5 and above
Female,1,0,0,0,0,400L,Neutral,Agree,Agree,Neural,Neutral,Neutral,Not at All,Strongly Agree,Not Frequently,Stable,Agree,Agree,Neutral,Neutral,Neutral,3.5 to 4.49
Female,1,0,0,0,0,400L,Neutral,Strongly Agree,Neutral,Neural,Neutral,Strongly Disagree,Not at All,Agree,Not More Frequently,Stable,Agree,Strongly Agree,Neutral,Neutral,Neutral,3.5 to 4.49
Female,1,0,0,0,0,400L,Neutral,Agree,Agree,Neural,Neutral,Strongly Disagree,Not at All,Agree,Not More Frequently,Very Stable,Agree,Strongly Agree,Neutral,Neutral,Neutral,3.5 to 4.49
Female,1,0,0,0,0,300L,Neutral,Agree,Agree,Neural,Neutral,Strongly Disagree,Not at All,Agree,Not More Frequently,Stable,Neutral,Agree,Neutral,Neutral,Neutral,2.5 to 3.49
Female,1,0,0,0,0,400L,Neutral,Agree,Neutral,Neural,Neutral,Strongly Disagree,Not at All,Strongly Agree,Not More Frequently,Stable,Neutral,Strongly Agree,Neutral,Neutral,Strongly Disagree,3.5 to 4.49
Female,0,1,0,0,0,400L,Neutral,Agree,Neutral,Neural,Neutral,Strongly Disagree,Not at All,Strongly Agree,Not More Frequently,Stable,Neutral,Strongly Agree,Neutral,Neutral,Neutral,3.5 to 4.49
Female,0,1,0,0,0,400L,Neutral,Strongly Agree,Strongly Agree,Neural,Neutral,Strongly Disagree,Not at All,Agree,Not More Frequently,Stable,Neutral,Strongly Agree,Little Sense of Belonging,Litle Support,Agree,3.5 to 4.49
Male,0,0,1,0,0,400L,Strongly Agree,Strongly Disagree,Agree,Neural,Strongly Disagree,Agree,Not at All,Disagree,Not More Frequently,Not Very Stable,Strongly Disagree,Neutral,Worst Sense of Belonging,Bad Support,Strongly Disagree,less than 2.0
Female,1,0,0,0,0,300L,Neutral,Strongly Agree,Neutral,Neural,Neutral,Strongly Disagree,Not at All,Agree,Not More Frequently,Stable,Neutral,Strongly Agree,Little Sense of Belonging,Litle Support,Disagree,2.5 to 3.49
Female,0,1,0,0,0,400L,Neutral,Strongly Agree,Agree,Agree,Neutral,Strongly Disagree,Not at All,Strongly Agree,Not Frequently,Stable,Agree,Strongly Agree,Little Sense of Belonging,Litle Support,Disagree,2.5 to 3.49
Female,0,1,0,0,0,400L,Agree,Agree,Agree,Agree,Agree,Neutral,Not at All,Agree,More Frequently,Stable,Agree,Agree,Strong Sense of Belonging,Neutral,Neutral,3.5 to 4.49
Female,1,0,0,0,0,400L,Neutral,Strongly Agree,Neutral,Agree,Neutral,Disagree,Not at All,Agree,Not More Frequently,Very Stable,Agree,Strongly Agree,Little Sense of Belonging,Litle Support,Neutral,3.5 to 4.49
Female,0,1,0,0,0,400L,Agree,Agree,Agree,Agree,Agree,Agree,Not at All,Strongly Agree,More Frequently,Stable,Agree,Agree,Strong Sense of Belonging,Neutral,Neutral,2.5 to 3.49
Female,1,0,0,0,0,400L,Neutral,Strongly Agree,Neutral,Neural,Neutral,Strongly Disagree,Not at All,Agree,Not Frequently,Stable,Agree,Strongly Agree,Little Sense of Belonging,Litle Support,Disagree,3.5 to 4.49
Female,0,1,0,0,0,400L,Neutral,Strongly Agree,Agree,Agree,Neutral,Disagree,Not at All,Agree,Not More Frequently,Very Stable,Agree,Strongly Agree,Little Sense of Belonging,Litle Support,Disagree,4.5 and above
Female,0,1,0,0,0,200L,Neutral,Strongly Agree,Strongly Agree,Neural,Neutral,Agree,Not at All,Strongly Agree,More Frequently,Stable,Strongly Agree,Neutral,Neutral,Strong Support,Strongly Agree,4.5 and above
Female,0,0,1,0,0,400L,Agree,Strongly Agree,Strongly Agree,Neural,Strongly Disagree,Strongly Disagree,Frequently,Agree,Neutral,Very Stable,Strongly Agree,Strongly Disagree,Neutral,No Support,Agree,2.5 to 3.49
Female,0,1,0,0,0,400L,Agree,Agree,Agree,Agree,Agree,Agree,Not at All,Agree,Frequently,Stable,Agree,Agree,Strong Sense of Belonging,Strong Support,Agree,4.5 and above
Male,0,0,1,0,0,300L,Strongly Agree,Neural,Disagree,Strongly Disagree,Disagree,Agree,Neutral,Agree,Not More Frequently,Stable,Neutral,Neutral,No Sense of Belonging,Litle Support,Neutral,2.0 to 2.49
Female,0,1,0,0,0,300L,Strongly Agree,Agree,Neutral,Disagree,Strongly Disagree,Neutral,Not Frequently,Strongly Agree,Neutral,Neutral,Disagree,Strongly Disagree,No Sense of Belonging,Strong Support,Disagree,2.0 to 2.49
Female,0,1,0,0,0,400L,Strongly Disagree,Disagree,Neutral,Agree,Strongly Agree,Strongly Disagree,Frequently,Neutral,Not Frequently,Stable,Neutral,Agree,Strong Sense of Belonging,Litle Support,Neutral,2.0 to 2.49
Female,0,1,0,0,0,300L,Strongly Disagree,Disagree,Neutral,Neural,Agree,Strongly Agree,Frequently,Neutral,Frequently,Stable,Strongly Disagree,Strongly Disagree,No Sense of Belonging,Litle Support,Neutral,2.0 to 2.49
Male,0,1,0,0,0,300L,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Disagree,Disagree,Most Frequently,Neutral,Not Frequently,Stable,Neutral,Agree,Strong Sense of Belonging,Litle Support,Strongly Disagree,2.0 to 2.49
Female,0,1,0,0,0,400L,Agree,Agree,Agree,Neural,Neutral,Neutral,Not at All,Agree,More Frequently,Neutral,Neutral,Agree,Neutral,Neutral,Agree,2.5 to 3.49
Female,0,1,0,0,0,200L,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Neutral,Most Frequently,Agree,Not Frequently,Very Stable,Strongly Disagree,Strongly Disagree,Strong Sense of Belonging,Strong Support,Strongly Disagree,2.5 to 3.49
Male,0,1,0,0,0,400L,Neutral,Neural,Agree,Agree,Neutral,Neutral,Neutral,Strongly Agree,More Frequently,Stable,Agree,Agree,Strong Sense of Belonging,Strong Support,Strongly Disagree,4.5 and above
Female,1,0,0,0,0,400L,Disagree,Neural,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Not at All,Neutral,Not More Frequently,Stable,Disagree,Strongly Disagree,No Sense of Belonging,Litle Support,Neutral,2.5 to 3.49
Female,0,1,1,0,0,300L,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Not Frequently,Agree,Neutral,Stable,Agree,Agree,Neutral,Litle Support,Disagree,3.5 to 4.49
Female,0,1,0,0,0,200L,Agree,Neural,Agree,Neural,Agree,Agree,Not at All,Agree,Frequently,Stable,Agree,Agree,Little Sense of Belonging,Strong Support,Neutral,2.0 to 2.49
Female,0,0,1,0,0,400L,Neutral,Agree,Neutral,Neural,Disagree,Strongly Disagree,Most Frequently,Agree,Neutral,Not Stable,Agree,Neutral,No Sense of Belonging,Litle Support,Neutral,2.5 to 3.49
Female,0,1,0,0,0,200L,Strongly Agree,Neural,Agree,Neural,Agree,Neutral,Not at All,Strongly Agree,More Frequently,Neutral,Agree,Neutral,Neutral,Neutral,Agree,2.5 to 3.49
Female,1,0,0,0,0,300L,Strongly Disagree,Strongly Disagree,Agree,Disagree,Agree,Agree,Not at All,Agree,Frequently,Neutral,Neutral,Agree,No Sense of Belonging,Neutral,Neutral,2.5 to 3.49
Female,0,0,0,1,0,500L,Agree,Strongly Agree,Agree,Neural,Agree,Agree,Not Frequently,Strongly Agree,Not Frequently,Not Stable,Agree,Agree,Strong Sense of Belonging,Strong Support,Neutral,3.5 to 4.49
Female,0,1,0,0,0,300L,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Not at All,Agree,Frequently,Stable,Agree,Agree,Strong Sense of Belonging,Litle Support,Agree,3.5 to 4.49
Female,0,1,0,0,0,300L,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Not Frequently,Strongly Agree,Not More Frequently,Not Stable,Agree,Agree,No Sense of Belonging,Strong Support,Agree,3.5 to 4.49
Female,0,1,0,0,0,200L,Agree,Agree,Agree,Agree,Agree,Agree,Not at All,Agree,Frequently,Stable,Agree,Agree,Strong Sense of Belonging,Strong Support,Agree,2.0 to 2.49
Male,0,1,0,0,0,200L,Agree,Agree,Agree,Agree,Agree,Neutral,Not Frequently,Neutral,More Frequently,Stable,Agree,Agree,Neutral,Neutral,Neutral,4.5 and above
Female,0,1,0,0,0,300L,Disagree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Agree,Not Frequently,Neutral,Not Frequently,Very Stable,Disagree,Neutral,Neutral,Strong Support,Agree,4.5 and above
Female,0,1,0,0,0,300L,Agree,Agree,Agree,Agree,Agree,Agree,Not at All,Agree,Frequently,Stable,Agree,Agree,Strong Sense of Belonging,Strong Support,Agree,2.0 to 2.49
Female,0,0,1,0,0,400L,Strongly Agree,Strongly Disagree,Neutral,Neural,Disagree,Neutral,Not at All,Neutral,Neutral,Not Very Stable,Strongly Agree,Agree,Worst Sense of Belonging,Bad Support,Agree,3.5 to 4.49
Female,0,1,0,0,0,400L,Agree,Agree,Agree,Agree,Agree,Agree,Not at All,Agree,Not Frequently,Stable,Agree,Agree,Little Sense of Belonging,Strong Support,Agree,less than 2.0
Female,0,1,0,0,0,300L,Agree,Strongly Agree,Strongly Agree,Neural,Agree,Agree,Not Frequently,Neutral,Neutral,Stable,Agree,Agree,Little Sense of Belonging,Litle Support,Agree,3.5 to 4.49
Female,0,1,0,0,0,300L,Neutral,Agree,Strongly Disagree,Agree,Agree,Agree,Not at All,Agree,Neutral,Not Very Stable,Agree,Neutral,Strong Sense of Belonging,Strong Support,Agree,4.5 and above
Female,0,1,0,0,0,500L,Agree,Agree,Agree,Agree,Neutral,Agree,Not at All,Agree,Not Frequently,Stable,Agree,Agree,Strong Sense of Belonging,Strong Support,Agree,4.5 and above
Female,0,0,0,1,0,300L,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Not Frequently,Agree,Neutral,Not Stable,Agree,Agree,No Sense of Belonging,No Support,Agree,4.5 and above
Female,0,1,0,0,0,400L,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Not Very Stable,Agree,Agree,Strong Sense of Belonging,Strong Support,Neutral,4.5 and above
Female,0,0,0,1,0,200L,Agree,Agree,Agree,Agree,Neutral,Neutral,Not Frequently,Strongly Agree,Not More Frequently,Stable,Agree,Agree,Worst Sense of Belonging,Neutral,Agree,4.5 and above
Female,0,1,0,0,0,400L,Neutral,Agree,Agree,Agree,Agree,Agree,Not Frequently,Agree,Neutral,Not Very Stable,Agree,Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,4.5 and above
Female,0,1,0,0,0,400L,Neutral,Agree,Agree,Agree,Agree,Agree,Not Frequently,Agree,Neutral,Not Very Stable,Agree,Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,4.5 and above
Female,0,1,0,0,0,500L,Neutral,Neural,Agree,Neural,Neutral,Neutral,Not at All,Strongly Agree,More Frequently,Stable,Agree,Agree,Neutral,Neutral,Neutral,3.5 to 4.49
Male,0,1,0,0,0,500L,Neutral,Neural,Neutral,Neural,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.5 and above
Female,0,1,0,0,0,500L,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Not at All,Agree,Frequently,Stable,Agree,Agree,Strong Sense of Belonging,Strong Support,Agree,2.5 to 3.49
Female,0,1,0,0,0,400L,Neutral,Agree,Agree,Agree,Agree,Agree,Not Frequently,Agree,Neutral,Not Very Stable,Agree,Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,4.5 and above
Female,0,0,1,0,0,300L,Agree,Agree,Agree,Disagree,Neutral,Strongly Agree,Not Frequently,Agree,Neutral,Not Stable,Agree,Neutral,Neutral,No Support,Agree,2.5 to 3.49
Female,0,1,0,0,0,400L,Neutral,Agree,Agree,Agree,Agree,Agree,Not Frequently,Agree,Neutral,Not Very Stable,Agree,Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,4.5 and above
Female,0,1,0,0,0,400L,Neutral,Agree,Agree,Agree,Agree,Agree,Not Frequently,Agree,Neutral,Not Very Stable,Agree,Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,4.5 and above
Male,0,1,0,0,0,200L,Agree,Agree,Strongly Agree,Agree,Neutral,Neutral,Not at All,Agree,Frequently,Stable,Agree,Neutral,Little Sense of Belonging,Strong Support,Agree,4.5 and above
Female,0,0,1,0,0,300L,Neutral,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Frequently,Neutral,Disagree,Agree,Worst Sense of Belonging,No Support,Agree,2.5 to 3.49
Male,0,1,0,0,0,300L,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Frequently,Agree,More Frequently,Stable,Agree,Strongly Agree,Strong Sense of Belonging,Strong Support,Agree,4.5 and above
Female,0,1,0,0,0,400L,Neutral,Agree,Agree,Agree,Agree,Agree,Not Frequently,Agree,Neutral,Not Very Stable,Agree,Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,4.5 and above
Female,0,1,0,0,0,300L,Neutral,Neural,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Most Frequently,Strongly Agree,Neutral,Not Very Stable,Strongly Agree,Strongly Agree,Worst Sense of Belonging,Bad Support,Strongly Agree,4.5 and above
Female,1,0,0,0,0,200L,Neutral,Neural,Neutral,Neural,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.5 and above
Female,0,1,0,0,0,400L,Neutral,Agree,Agree,Agree,Agree,Agree,Not Frequently,Agree,Neutral,Not Very Stable,Agree,Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,4.5 and above
Male,0,1,0,0,0,400L,Agree,Agree,Agree,Agree,Neutral,Neutral,Not Frequently,Agree,Frequently,Stable,Agree,Agree,Little Sense of Belonging,Strong Support,Neutral,4.5 and above
