Gender,Age [10-15],Age [16-20],Age [21-25],Age [26-30],Age [31-35],Level,access_to_material_in my academy,family_financial_status_allows_me_to_focus,parent_guardian_support_education_learning,feel_supported_accepted_coursemate_friends,atleast_one_close_friend,positive_supportive_relation_with_lecturers,rarely_have_conflict_with_classmate_lecturer,constantly_attend_lectures_on_time,avoid_engaging _risky_behavior,family_status_stable_supportive_in _academic_pursuits,parent_guardian_encourages_academic_pursuit,no_significant_family_issues_interfere_academic_pursuit,strong_sense_belonging_university_community,University_provide_adequate_support_academic_pursuit,feel_safe_comfortable_in_school_environment,What_ your_current_CGPA
Female,0,1,0,0,0,200L,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Most Frequently,Strongly Agree,More Frequently,Very Stable,Strongly Agree,Strongly Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,4.5 and above
Female,0,1,0,0,0,500L,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Stable,Strongly Agree,Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,4.5 and above
Female,0,1,0,0,0,300L,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Frequently,Stable,Neutral,Agree,Neutral,Neutral,Neutral,3.5 to 4.49
Male,0,0,1,0,0,300L,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not at All,Strongly Agree,More Frequently,Very Stable,Strongly Agree,Strongly Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,3.5 to 4.49
Female,0,1,0,0,0,200L,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Most Frequently,Strongly Agree,More Frequently,Very Stable,Strongly Agree,Strongly Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,4.5 and above
Female,0,1,0,0,0,500L,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Stable,Strongly Agree,Agree,Strong Sense of Belonging,Strong Support,Agree,4.5 and above
Female,0,1,0,0,0,500L,Agree,Agree,Agree,Agree,Agree,Agree,Not Frequently,Strongly Agree,Neutral,Stable,Agree,Agree,Strong Sense of Belonging,Strong Support,Agree,4.5 and above
Female,0,1,0,0,0,200L,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Most Frequently,Strongly Agree,More Frequently,Very Stable,Strongly Agree,Strongly Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,4.5 and above
Female,0,1,0,0,0,500L,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Neutral,Stable,Agree,Agree,Strong Sense of Belonging,Strong Support,Agree,4.5 and above
Female,0,1,0,0,0,200L,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Most Frequently,Strongly Agree,More Frequently,Very Stable,Strongly Agree,Strongly Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,4.5 and above
Male,0,1,0,0,0,400L,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not at All,Strongly Agree,More Frequently,Very Stable,Strongly Agree,Strongly Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,3.5 to 4.49
Female,0,1,0,0,0,500L,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Not at All,Agree,Neutral,Stable,Agree,Agree,Strong Sense of Belonging,Strong Support,Agree,4.5 and above
Female,0,1,0,0,0,200L,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Most Frequently,Strongly Agree,More Frequently,Very Stable,Strongly Agree,Strongly Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,4.5 and above
Female,0,0,1,0,0,400L,Agree,Agree,Agree,Neural,Neutral,Neutral,Most Frequently,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,No Support,Neutral,3.5 to 4.49
Female,0,1,0,0,0,500L,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Stable,Agree,Agree,Strong Sense of Belonging,Strong Support,Agree,4.5 and above
Female,1,0,0,0,0,300L,Strongly Agree,Agree,Agree,Neural,Agree,Neutral,Neutral,Strongly Agree,More Frequently,Very Stable,Agree,Strongly Agree,Neutral,Neutral,Neutral,4.5 and above
Male,0,1,0,0,0,300L,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Not at All,Strongly Agree,More Frequently,Stable,Strongly Agree,Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,3.5 to 4.49
Female,0,1,0,0,0,500L,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Stable,Agree,Agree,Strong Sense of Belonging,Strong Support,Agree,4.5 and above
Female,0,1,0,0,0,500L,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Stable,Agree,Agree,Strong Sense of Belonging,Strong Support,Agree,4.5 and above
Male,0,1,0,0,0,200L,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Not at All,Strongly Agree,More Frequently,Very Stable,Strongly Agree,Strongly Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,3.5 to 4.49
Female,0,0,0,1,0,300L,Strongly Disagree,Strongly Agree,Neutral,Agree,Strongly Disagree,Neutral,Not at All,Neutral,Frequently,Stable,Agree,Agree,Little Sense of Belonging,Bad Support,Neutral,2.5 to 3.49
Female,0,1,1,0,0,500L,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Not Frequently,Stable,Agree,Agree,Strong Sense of Belonging,Strong Support,Agree,4.5 and above
Female,0,1,0,0,0,500L,Agree,Agree,Agree,Agree,Agree,Agree,Not Frequently,Agree,Neutral,Stable,Agree,Agree,Strong Sense of Belonging,Strong Support,Agree,4.5 and above
Female,0,0,0,0,1,200L,Neutral,Disagree,Agree,Strongly Agree,Neutral,Disagree,Not Frequently,Disagree,Neutral,Not Stable,Disagree,Neutral,Neutral,Strong Support,Neutral,2.0 to 2.49
Female,0,1,0,0,0,500L,Agree,Agree,Agree,Neural,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral,Neutral,Agree,Agree,Strong Sense of Belonging,Strong Support,Agree,4.5 and above
Male,0,1,0,0,0,300L,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Not at All,Strongly Agree,More Frequently,Very Stable,Strongly Agree,Strongly Agree,Strong Sense of Belonging,Strong Support,Agree,2.5 to 3.49
Female,0,0,0,1,0,500L,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Agree,Neutral,Neutral,Disagree,Not Frequently,Not Stable,Neutral,Neutral,Neutral,No Support,Agree,4.5 and above
Female,0,1,0,0,0,500L,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Neutral,Stable,Agree,Agree,Strong Sense of Belonging,Strong Support,Agree,4.5 and above
Female,0,1,0,0,0,500L,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Stable,Agree,Agree,Strong Sense of Belonging,Strong Support,Agree,4.5 and above
Male,0,0,1,0,0,300L,Strongly Disagree,Neural,Neutral,Agree,Disagree,Agree,Not at All,Neutral,Not Frequently,Not Stable,Strongly Agree,Agree,Worst Sense of Belonging,Strong Support,Strongly Disagree,3.5 to 4.49
Female,0,1,0,0,0,500L,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Stable,Agree,Agree,Strong Sense of Belonging,Strong Support,Agree,4.5 and above
Male,0,1,0,0,0,300L,Agree,Agree,Agree,Neural,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Little Sense of Belonging,Strong Support,Agree,2.5 to 3.49
Female,0,1,0,0,0,500L,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Stable,Agree,Agree,Strong Sense of Belonging,Strong Support,Agree,4.5 and above
Male,0,1,0,0,0,200L,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Frequently,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,2.0 to 2.49
Male,0,0,1,0,0,400L,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Not at All,Strongly Agree,More Frequently,Very Stable,Strongly Agree,Strongly Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,3.5 to 4.49
Female,1,0,0,0,0,300L,Neutral,Neural,Neutral,Neural,Neutral,Neutral,Not Frequently,Agree,Not Frequently,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,less than 2.0
Female,0,1,0,0,0,500L,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Not Frequently,Agree,Neutral,Very Stable,Agree,Agree,Strong Sense of Belonging,Strong Support,Agree,4.5 and above
Male,0,1,0,0,0,200L,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,2.0 to 2.49
Female,0,1,0,0,0,500L,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Stable,Strongly Agree,Strongly Agree,Strong Sense of Belonging,Strong Support,Agree,4.5 and above
Female,0,1,0,0,0,400L,Agree,Agree,Agree,Agree,Agree,Agree,Not Frequently,Agree,Not Frequently,Not Stable,Neutral,Neutral,Little Sense of Belonging,Litle Support,Neutral,less than 2.0
Male,0,1,0,0,0,300L,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not at All,Strongly Agree,More Frequently,Very Stable,Strongly Agree,Strongly Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,3.5 to 4.49
Female,0,0,1,0,0,400L,Neutral,Neural,Agree,Agree,Strongly Disagree,Neutral,Neutral,Neutral,Not Frequently,Neutral,Neutral,Agree,Neutral,Strong Support,Strongly Disagree,2.5 to 3.49
Female,0,1,0,0,0,500L,Agree,Agree,Agree,Agree,Agree,Agree,Most Frequently,Strongly Agree,Neutral,Stable,Agree,Strongly Agree,Little Sense of Belonging,Litle Support,Agree,3.5 to 4.49
Female,0,1,0,0,0,400L,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Stable,Agree,Agree,Strong Sense of Belonging,Litle Support,Agree,4.5 and above
Male,0,0,0,0,1,500L,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Not at All,Strongly Disagree,More Frequently,Very Stable,Strongly Agree,Strongly Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,4.5 and above
Male,0,1,0,0,0,200L,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not at All,Strongly Agree,More Frequently,Very Stable,Strongly Agree,Strongly Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,3.5 to 4.49
Male,0,0,1,0,0,300L,Agree,Agree,Agree,Agree,Agree,Agree,Frequently,Neutral,Neutral,Neutral,Neutral,Neutral,Strong Sense of Belonging,Neutral,Agree,3.5 to 4.49
Female,0,1,0,0,0,400L,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Neutral,Very Stable,Strongly Agree,Strongly Agree,Neutral,Litle Support,Agree,4.5 and above
Male,0,1,0,0,0,300L,Disagree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,2.5 to 3.49
Male,0,0,1,0,0,200L,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not at All,Strongly Agree,More Frequently,Very Stable,Strongly Agree,Strongly Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,3.5 to 4.49
Male,0,1,0,0,0,200L,Disagree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strong Sense of Belonging,Strong Support,Agree,3.5 to 4.49
Female,0,0,0,1,0,400L,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Not at All,Strongly Agree,More Frequently,Very Stable,Strongly Agree,Strongly Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,3.5 to 4.49
Male,0,1,0,0,0,300L,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Strong Sense of Belonging,Neutral,Neutral,2.5 to 3.49
Male,0,0,1,0,0,400L,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strong Sense of Belonging,Neutral,Neutral,3.5 to 4.49
Female,0,1,0,0,0,200L,Agree,Strongly Disagree,Agree,Agree,Agree,Disagree,Neutral,Disagree,Frequently,Not Stable,Disagree,Disagree,No Sense of Belonging,Bad Support,Neutral,2.0 to 2.49
Female,0,1,0,0,0,200L,Neutral,Agree,Strongly Agree,Agree,Neutral,Neutral,Not at All,Strongly Agree,More Frequently,Stable,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,4.5 and above
Male,0,1,0,0,0,200L,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Not at All,Agree,Frequently,Stable,Agree,Neutral,Strong Sense of Belonging,Strong Support,Agree,2.5 to 3.49
Female,1,0,0,0,0,200L,Agree,Neural,Strongly Agree,Neural,Agree,Neutral,Not at All,Neutral,More Frequently,Stable,Strongly Agree,Agree,Neutral,Litle Support,Agree,4.5 and above
Male,0,1,0,0,0,200L,Neutral,Neural,Agree,Neural,Neutral,Disagree,Not at All,Strongly Disagree,Frequently,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Agree,less than 2.0
Female,0,1,0,0,0,200L,Agree,Agree,Strongly Agree,Agree,Neutral,Neutral,Not at All,Agree,More Frequently,Very Stable,Strongly Agree,Agree,Strong Sense of Belonging,Strong Support,Agree,4.5 and above
Female,0,1,0,0,0,200L,Agree,Agree,Agree,Agree,Agree,Agree,Not Frequently,Agree,Neutral,Stable,Agree,Neutral,Neutral,Litle Support,Neutral,3.5 to 4.49
Female,0,1,0,0,0,300L,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,More Frequently,Stable,Strongly Agree,Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,4.5 and above
Male,0,1,0,0,0,300L,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Not at All,Strongly Agree,More Frequently,Very Stable,Strongly Agree,Strongly Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,4.5 and above
Female,0,0,1,0,0,400L,Neutral,Agree,Neutral,Neural,Strongly Disagree,Agree,Most Frequently,Agree,Neutral,Very Stable,Agree,Agree,Little Sense of Belonging,Litle Support,Disagree,3.5 to 4.49
Male,0,1,0,0,0,300L,Neutral,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Neutral,Very Stable,Neutral,Neutral,Neutral,Neutral,Neutral,2.5 to 3.49
Female,0,0,1,0,0,400L,Disagree,Neural,Agree,Strongly Agree,Strongly Disagree,Neutral,Most Frequently,Neutral,Not Frequently,Stable,Disagree,Strongly Agree,No Sense of Belonging,Litle Support,Agree,4.5 and above
Female,0,1,0,0,0,400L,Strongly Disagree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Not at All,Disagree,Neutral,Very Stable,Strongly Agree,Agree,Neutral,Neutral,Strongly Agree,4.5 and above
Female,0,1,0,0,0,200L,Agree,Neural,Strongly Agree,Agree,Agree,Neutral,Not at All,Strongly Agree,Not More Frequently,Very Stable,Strongly Agree,Agree,Little Sense of Belonging,Neutral,Agree,4.5 and above
Female,0,1,0,0,0,200L,Strongly Disagree,Neural,Neutral,Neural,Agree,Agree,Not Frequently,Agree,Not Frequently,Stable,Strongly Agree,Strongly Disagree,Worst Sense of Belonging,Litle Support,Agree,3.5 to 4.49
Male,0,1,1,0,0,300L,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral,Agree,Not Frequently,Agree,Neutral,Very Stable,Neutral,Strongly Agree,Strong Sense of Belonging,Litle Support,Neutral,4.5 and above
Female,0,0,1,0,0,300L,Strongly Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Agree,Not at All,Neutral,Not More Frequently,Neutral,Strongly Agree,Agree,Little Sense of Belonging,Bad Support,Disagree,2.5 to 3.49
Female,0,0,0,0,1,500L,Agree,Strongly Agree,Disagree,Strongly Agree,Neutral,Agree,Neutral,Agree,Neutral,Not Stable,Agree,Strongly Agree,No Sense of Belonging,Bad Support,Strongly Disagree,4.5 and above
Female,0,0,0,1,0,300L,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Most Frequently,Neutral,Neutral,Not Very Stable,Agree,Agree,Neutral,Bad Support,Agree,4.5 and above
Female,0,0,1,0,0,200L,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Frequently,Agree,More Frequently,Neutral,Disagree,Disagree,Worst Sense of Belonging,Litle Support,Disagree,2.5 to 3.49
Female,0,0,1,0,0,300L,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Not at All,Neutral,Not Frequently,Not Very Stable,Neutral,Disagree,No Sense of Belonging,No Support,Neutral,2.5 to 3.49
Female,0,1,0,0,0,400L,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Not at All,Strongly Disagree,Not Frequently,Not Very Stable,Disagree,Strongly Disagree,No Sense of Belonging,Neutral,Strongly Agree,4.5 and above
Female,0,1,0,0,0,200L,Strongly Disagree,Strongly Agree,Strongly Disagree,Neural,Strongly Disagree,Neutral,Not Frequently,Agree,More Frequently,Neutral,Neutral,Disagree,No Sense of Belonging,No Support,Strongly Agree,4.5 and above
Female,0,1,0,0,0,500L,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Not at All,Strongly Agree,Not More Frequently,Not Stable,Strongly Agree,Neutral,Worst Sense of Belonging,Bad Support,Strongly Agree,3.5 to 4.49
Female,0,1,0,0,0,400L,Neutral,Neural,Strongly Agree,Neural,Neutral,Strongly Agree,Not at All,Strongly Disagree,Not More Frequently,Not Stable,Neutral,Strongly Agree,Worst Sense of Belonging,Strong Support,Neutral,2.5 to 3.49
Female,0,0,1,0,0,300L,Neutral,Neural,Neutral,Neural,Strongly Agree,Disagree,Neutral,Strongly Agree,Not More Frequently,Not Very Stable,Strongly Disagree,Disagree,No Sense of Belonging,No Support,Neutral,4.5 and above
Female,0,0,1,0,0,300L,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Most Frequently,Agree,More Frequently,Neutral,Strongly Agree,Strongly Agree,Worst Sense of Belonging,Neutral,Disagree,3.5 to 4.49
Female,0,1,0,0,0,200L,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Not at All,Agree,Neutral,Very Stable,Strongly Agree,Strongly Agree,Strong Sense of Belonging,Strong Support,Agree,4.5 and above
Female,0,1,0,0,0,400L,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Not at All,Strongly Agree,Not Frequently,Very Stable,Strongly Disagree,Strongly Disagree,Strong Sense of Belonging,Strong Support,Agree,4.5 and above
Female,0,1,0,0,0,200L,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Not at All,Strongly Agree,Not More Frequently,Stable,Strongly Agree,Agree,Little Sense of Belonging,Strong Support,Agree,4.5 and above
Female,0,1,0,0,0,200L,Agree,Agree,Agree,Agree,Agree,Agree,Not at All,Agree,Not Frequently,Stable,Agree,Agree,Little Sense of Belonging,Strong Support,Agree,3.5 to 4.49
Female,0,1,0,0,0,300L,Agree,Agree,Agree,Agree,Agree,Agree,Not at All,Agree,Frequently,Stable,Agree,Agree,Strong Sense of Belonging,Strong Support,Agree,4.5 and above
Female,0,1,0,0,0,300L,Neutral,Disagree,Disagree,Agree,Agree,Disagree,Most Frequently,Agree,Frequently,Neutral,Disagree,Agree,Neutral,No Support,Strongly Agree,3.5 to 4.49
Female,0,1,0,0,0,200L,Strongly Agree,Sreongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not Frequently,Strongly Agree,More Frequently,Very Stable,Strongly Agree,Strongly Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,4.5 and above
Female,0,1,0,0,0,500L,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Not at All,Strongly Agree,Not More Frequently,Stable,Strongly Agree,Agree,Strong Sense of Belonging,Strong Support,Agree,4.5 and above
Male,0,1,0,0,0,200L,Neutral,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Not at All,Strongly Agree,Neutral,Very Stable,Agree,Neutral,Little Sense of Belonging,Bad Support,Neutral,2.5 to 3.49
Female,0,1,0,0,0,200L,Neutral,Neural,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Not More Frequently,Neutral,Strongly Agree,Disagree,Neutral,Neutral,Neutral,3.5 to 4.49
Female,0,1,0,0,0,200L,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Not at All,Agree,Not More Frequently,Very Stable,Strongly Agree,Strongly Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,4.5 and above
Female,0,1,0,0,0,200L,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Not at All,Strongly Agree,More Frequently,Very Stable,Strongly Agree,Strongly Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,3.5 to 4.49
Female,0,1,0,0,0,200L,Agree,Agree,Agree,Neural,Agree,Neutral,Neutral,Agree,More Frequently,Very Stable,Strongly Agree,Neutral,Neutral,Litle Support,Agree,3.5 to 4.49
Female,0,1,0,0,0,200L,Agree,Strongly Agree,Strongly Agree,Neural,Strongly Agree,Neutral,Neutral,Strongly Agree,Frequently,Very Stable,Strongly Agree,Strongly Agree,Strong Sense of Belonging,Neutral,Neutral,4.5 and above
Male,0,1,0,0,0,200L,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not Frequently,Strongly Agree,More Frequently,Very Stable,Strongly Agree,Strongly Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,4.5 and above
Female,0,1,0,0,0,200L,Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Not at All,Agree,Frequently,Stable,Strongly Agree,Agree,Little Sense of Belonging,Strong Support,Neutral,3.5 to 4.49
Female,0,1,0,0,0,300L,Agree,Agree,Agree,Agree,Agree,Agree,Not at All,Strongly Agree,More Frequently,Stable,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,4.5 and above
Female,0,1,0,0,0,200L,Agree,Disagree,Strongly Agree,Agree,Disagree,Strongly Disagree,Not at All,Strongly Agree,More Frequently,Not Very Stable,Strongly Agree,Strongly Agree,Little Sense of Belonging,Strong Support,Agree,4.5 and above
Male,0,1,0,0,0,300L,Disagree,Disagree,Strongly Disagree,Neural,Strongly Disagree,Strongly Agree,Most Frequently,Disagree,Frequently,Not Stable,Disagree,Agree,Neutral,Litle Support,Strongly Agree,3.5 to 4.49
Female,1,0,0,0,0,200L,Neutral,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Frequently,Neutral,Not Frequently,Stable,Strongly Agree,Strongly Agree,Strong Sense of Belonging,Litle Support,Agree,2.5 to 3.49
Female,0,1,0,0,0,200L,Agree,Neural,Strongly Agree,Neutral,Agree,Agree,Most Frequently,Strongly Agree,More Frequently,Very Stable,Strongly Agree,Strongly Agree,Strong Sense of Belonging,Litle Support,Strongly Agree,4.5 and above
Female,0,1,0,0,0,200L,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Not at All,Strongly Agree,More Frequently,Very Stable,Strongly Agree,Strongly Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,4.5 and above
Male,0,1,0,0,0,300L,Strongly Agree,Agree,Strongly Agree,Neural,Strongly Agree,Agree,Not at All,Strongly Agree,More Frequently,Very Stable,Strongly Agree,Strongly Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,4.5 and above
Female,0,1,1,0,0,200L,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Not at All,Strongly Agree,More Frequently,Very Stable,Strongly Agree,Strongly Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,4.5 and above
Male,0,1,0,0,0,200L,Agree,Strongly Agree,Strongly Agree,Neural,Strongly Agree,Agree,Not at All,Neutral,More Frequently,Very Stable,Agree,Strongly Agree,Little Sense of Belonging,Neutral,Disagree,3.5 to 4.49
Female,0,1,0,0,0,200L,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not at All,Strongly Agree,More Frequently,Very Stable,Strongly Agree,Strongly Disagree,Strong Sense of Belonging,Strong Support,Strongly Agree,4.5 and above
Male,0,1,0,0,0,200L,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not at All,Strongly Agree,More Frequently,Very Stable,Strongly Agree,Strongly Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,4.5 and above
Female,0,0,0,0,0,200L,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not at All,Strongly Agree,More Frequently,Very Stable,Strongly Agree,Strongly Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,4.5 and above
Female,0,1,0,0,0,200L,Agree,Neural,Neutral,Neural,Agree,Agree,Not Frequently,Neutral,Not More Frequently,Neutral,Agree,Neutral,Strong Sense of Belonging,Strong Support,Agree,2.5 to 3.49
Female,0,1,0,0,0,200L,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Not at All,Strongly Agree,More Frequently,Very Stable,Strongly Agree,Strongly Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,4.5 and above
Female,0,1,0,0,0,200L,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not at All,Strongly Agree,More Frequently,Very Stable,Strongly Agree,Strongly Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,4.5 and above
Female,0,1,0,0,0,200L,Agree,Agree,Strongly Agree,Agree,Neutral,Neutral,Not at All,Agree,More Frequently,Stable,Strongly Agree,Agree,Neutral,Neutral,Neutral,4.5 and above
Female,0,1,0,0,0,200L,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Not at All,Strongly Agree,More Frequently,Very Stable,Strongly Agree,Strongly Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,4.5 and above
Female,0,1,0,0,0,200L,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Not at All,Strongly Agree,More Frequently,Very Stable,Strongly Agree,Strongly Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,4.5 and above
Female,0,0,1,0,0,500L,Agree,Agree,Strongly Agree,Neural,Agree,Neutral,Not at All,Neutral,More Frequently,Stable,Strongly Disagree,Agree,Neutral,Neutral,Agree,3.5 to 4.49
Female,0,0,1,0,0,200L,Agree,Agree,Strongly Agree,Neural,Neutral,Neutral,Not at All,Strongly Agree,More Frequently,Very Stable,Strongly Agree,Strongly Disagree,Neutral,Neutral,Neutral,4.5 and above
Female,0,1,0,0,0,200L,Strongly Agree,Agree,Strongly Agree,Neural,Agree,Neutral,Not at All,Strongly Agree,Not More Frequently,Stable,Strongly Agree,Agree,Strong Sense of Belonging,Strong Support,Strongly Agree,4.5 and above
Female,0,0,0,1,0,400L,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Not Frequently,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Litle Support,Strongly Agree,3.5 to 4.49
Female,0,1,0,0,0,200L,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Not at All,Strongly Agree,More Frequently,Stable,Agree,Agree,Strong Sense of Belonging,Strong Support,Agree,3.5 to 4.49
